"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"미소게임장",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 진성3길 45, 2층 (전하동)","울산광역시 동구 진성3길 45, 2층 (전하동)",울산광역시 동구,35.5101836,129.4270743,2019-09-18
"한게임랜드",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 진성3길 45, 2층 (전하동)","울산광역시 동구 진성3길 45, 2층 (전하동)",울산광역시 동구,35.5101836,129.4270743,2019-09-18
"황금PC",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 진성8길 133, 3층 (전하동)","울산광역시 동구 진성8길 133, 3층 (전하동)",울산광역시 동구,35.5114048,129.4297448,2019-09-18
"오션스카이",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 학문로 5 (일산동),울산광역시 동구 학문로 5 (일산동),울산광역시 동구,35.502499,129.428308,2019-09-18
"로얄게임랜드",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 해수욕장10길 8, 1층 (일산동)","울산광역시 동구 해수욕장10길 8, 1층 (일산동)",울산광역시 동구,35.4957213,129.430127,2019-09-18
"플러스PC",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 해수욕장10길 8, 1층 (일산동)","울산광역시 동구 해수욕장10길 8, 1층 (일산동)",울산광역시 동구,35.4957213,129.430127,2019-09-18
"헌터PC방 울산전하점",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 해수욕장길 8 (화정동),울산광역시 동구 해수욕장길 8 (화정동),울산광역시 동구,35.4965351,129.4283868,2019-09-18
"로얄게임랜드1",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 화문로 17, 1층 (방어동)","울산광역시 동구 화문로 17, 1층 (방어동)",울산광역시 동구,35.4854703,129.4115778,2019-09-18
"아이조아PC방",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 화정2길 9, 1층 (화정동, 리코타운)","울산광역시 동구 화정2길 9, 1층 (화정동, 리코타운)",울산광역시 동구,35.495958,129.4267323,2019-09-18
"한빛게임랜드",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 화진길 117, 1층 (화정동)","울산광역시 동구 화진길 117, 1층 (화정동)",울산광역시 동구,35.49359034,129.4221725,2019-09-18
"이개PC방이다",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 화진길 13, 1층 (방어동, 이루곶빌딩)","울산광역시 동구 화진길 13, 1층 (방어동, 이루곶빌딩)",울산광역시 동구,35.488612,129.421774,2019-09-18
"골드게임장",시설 실내,울산광역시,동구,게임제공업소,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 화진길 63, 2층 (화정동)","울산광역시 동구 화진길 63, 2층 (화정동)",울산광역시 동구,35.4910161,129.4215436,2019-09-18
"리얼야구존",시설 실내,울산광역시,동구,골프연습장업,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 방어진순환도롳652,울산광역시 동구 방어진순환도롳652,울산광역시 동구,35.516782,129.431909,2019-09-18
"한마음예술관",시설 실내,울산광역시,동구,공연장,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 명덕로 10(서부동),울산광역시 동구 명덕로 10(서부동),울산광역시 동구,35.5229511,129.4309727,2019-09-18
"현대예술관 대공연장",시설 실내,울산광역시,동구,공연장,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 바드래1길 30(전하동),울산광역시 동구 바드래1길 30(전하동),울산광역시 동구,35.51873825,129.4271118,2019-09-18
"굿모닝 호텔",시설 실내,울산광역시,동구,관광숙박업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 바드래1길 15 (전하동),울산광역시 동구 바드래1길 15 (전하동),울산광역시 동구,35.5174223,129.4306177,2019-09-18
"주식회사 라한호텔(울산)",시설 실내,울산광역시,동구,관광숙박업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 방어진순환도로 875 (전하동),울산광역시 동구 방어진순환도로 875 (전하동),울산광역시 동구,35.51965154,129.4302605,2019-09-18
"꽃바위아이파크아파트",시설실내 등,울산광역시,동구,금연아파트,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 진성15길 55,울산광역시 동구 진성15길 55,울산광역시 동구,35.506321,129.420353,2019-09-18
"벽산우진아파트",시설실내 등,울산광역시,동구,금연아파트,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 화잠9길 45,울산광역시 동구 화잠9길 45,울산광역시 동구,35.4836997,129.4091435,2019-09-18
"꽃바위유치원2",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 남목13길 27,울산광역시 동구 남목13길 27,울산광역시 동구,35.5446995,129.4290464,2019-09-18
"화암자연과학유치원2",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 남목19길 9,울산광역시 동구 남목19길 9,울산광역시 동구,35.544315,129.4285643,2019-09-18
"환희지유치원2",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 문현2길 41,울산광역시 동구 문현2길 41,울산광역시 동구,35.4874769,129.4112437,2019-09-18
"현대유치원",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 방어진순환도로 624,울산광역시 동구 방어진순환도로 624,울산광역시 동구,35.4974518,129.428047,2019-09-18
"선미유치원2",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 북진5길 6,울산광역시 동구 북진5길 6,울산광역시 동구,35.4856581,129.4225214,2019-09-18
"룸비니유치원2",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 안산로 50-1,울산광역시 동구 안산로 50-1,울산광역시 동구,35.542869,129.433015,2019-09-18
"공룡자연유치원2",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 월봉7가길 12,울산광역시 동구 월봉7가길 12,울산광역시 동구,35.4915325,129.4193298,2019-09-18
"꽃동산어린이집2",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 월봉8길 30,울산광역시 동구 월봉8길 30,울산광역시 동구,35.4929932,129.4201942,2019-09-18
"동그란어린이집2",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 일산진5길 32,울산광역시 동구 일산진5길 32,울산광역시 동구,35.4988222,129.4294082,2019-09-18
"신빛나어린이집2",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 진성12길 80,울산광역시 동구 진성12길 80,울산광역시 동구,35.5083994,129.4272731,2019-09-18
"동은어린이집2",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 진성13길 101,울산광역시 동구 진성13길 101,울산광역시 동구,35.5110319,129.4265282,2019-09-18
"늘그림어린이집2",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 진성6길 105,울산광역시 동구 진성6길 105,울산광역시 동구,35.5069283,129.4222549,2019-09-18
"샤브향1",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 화잠7길 62,울산광역시 동구 화잠7길 62,울산광역시 동구,35.4842455,129.4115685,2019-09-18
"양미계향1",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 화진1길 33,울산광역시 동구 화진1길 33,울산광역시 동구,35.4902482,129.4222353,2019-09-18
"키즈캐슬",해당부지,울산광역시,동구,놀이제공영업소,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 화진4길 102,울산광역시 동구 화진4길 102,울산광역시 동구,35.4884778,129.421187,2019-09-18
"현대백화점 울산동구점",시설 실내,울산광역시,동구,대규모 점포,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 방어진순환도로 637(일산동),울산광역시 동구 방어진순환도로 637(일산동),울산광역시 동구,35.4989324,129.4274814,2019-09-18
"홈플러스 울산동구점",시설 실내,울산광역시,동구,대규모 점포,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 방어진순환도로 899(서부동),울산광역시 동구 방어진순환도로 899(서부동),울산광역시 동구,35.5215064,129.4318003,2019-09-18
"꽃바위작은도서관",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 봉수로 155(동구청소년문화의집 3층),울산광역시 동구 봉수로 155(동구청소년문화의집 3층),울산광역시 동구,35.5050862,129.4166463,2019-09-18
"꿈샘도서관",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 진성4길 45(전하2동주민센터 1층),울산광역시 동구 진성4길 45(전하2동주민센터 1층),울산광역시 동구,35.5088419,129.426667,2019-09-18
"남목작은도서관",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 꽃바위로 380,울산광역시 동구 꽃바위로 380,울산광역시 동구,35.489924,129.4264096,2019-09-18
"대왕암엘크루작은도서관",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 남목18길 27,울산광역시 동구 남목18길 27,울산광역시 동구,35.54309802,129.4275064,2019-09-18
"더불어 숲",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 녹수3길 47,울산광역시 동구 녹수3길 47,울산광역시 동구,35.5139433,129.4270416,2019-09-18
"로뎀나무 작은도서관",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 대송로 140 (화정동주민센터 1층),울산광역시 동구 대송로 140 (화정동주민센터 1층),울산광역시 동구,35.4958797,129.4225969,2019-09-18
"맑은숲작은도서관",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 대학길 40-1,울산광역시 동구 대학길 40-1,울산광역시 동구,35.4983907,129.4203046,2019-09-18
"명덕2차작은도서관",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 동해안로 98,울산광역시 동구 동해안로 98,울산광역시 동구,35.54466629,129.4321311,2019-09-18
"바다가보이는 작은도서관",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 등대4길 25,울산광역시 동구 등대4길 25,울산광역시 동구,35.4898578,129.4288221,2019-09-18
"상록수독서문화원",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 등대4길 26,울산광역시 동구 등대4길 26,울산광역시 동구,35.48883585,129.4320508,2019-09-18
"서부징검다리작은도서관",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 명덕6길 29,울산광역시 동구 명덕6길 29,울산광역시 동구,35.52433448,129.4314554,2019-09-18
"아우름쉼터 북카페",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 명덕로70,울산광역시 동구 명덕로70,울산광역시 동구,35.5237592,129.4257469,2019-09-18
"온유작은도서관",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 문재2나길 4,울산광역시 동구 문재2나길 4,울산광역시 동구,35.4858072,129.4157458,2019-09-18
"전하2동작은도서관",시설 실내,울산광역시,동구,도서관,국민건강증진법 제9조,,100000,052-209-4131,울산광역시 동구 문현3길 6(꽃바위문화관 1층),울산광역시 동구 문현3길 6(꽃바위문화관 1층),울산광역시 동구,35.4870786,129.4112334,2019-09-18
